topic_id	topic_name	meta_topic	topic_word	topic_size	doc_1	doc_2	doc_3	doc_4	doc_5	doc_6	doc_7	doc_8	doc_9	doc_10	doc_11	doc_12	doc_13	doc_14	doc_15	doc_16	doc_17	doc_18	doc_19	doc_20
108	beyonc_rihanna_publisher	20	beyonc (12.0), rihanna (11.0), publisher (4.0), soundtrack (3.0), perri (3.0), permission (3.0), christina (3.0), transition (3.0), responds (3.0), notgwendalupe (3.0)	45	http://twitter.com/i/web/status/1582287563963846657	http://twitter.com/i/web/status/1584045933779910658	http://twitter.com/i/web/status/1584935286131548161	http://twitter.com/i/web/status/1582188178588344321	http://twitter.com/i/web/status/1582156540244791296	http://twitter.com/i/web/status/1585073885917347840	http://twitter.com/i/web/status/1582018928124968962	http://twitter.com/i/web/status/1580777497683464193	http://twitter.com/i/web/status/1580604297959464970	http://twitter.com/i/web/status/1580582454145843203	http://twitter.com/i/web/status/1580574551880372224	http://twitter.com/i/web/status/1585080782372343808	http://twitter.com/i/web/status/1579829090089308160	http://twitter.com/i/web/status/1585103249971249152	http://twitter.com/i/web/status/1585328914473574400	http://twitter.com/i/web/status/1585766784572870656	http://twitter.com/i/web/status/1585844311509172224	http://twitter.com/i/web/status/1577906582670688256	http://twitter.com/i/web/status/1577585174556151809	http://twitter.com/i/web/status/1585867340587089920
109	netflix_series_dahmer	31	netflix (12.0), series (3.0), dahmer (2.0), reboot (2.0), teletubbies (2.0), released (2.0), murphy (2.0), releases (2.0), discussingfilm (2.0), peters (2.0)	46	http://twitter.com/i/web/status/1579840250280837120	http://twitter.com/i/web/status/1577860400313499649	http://twitter.com/i/web/status/1583819519923228672	http://twitter.com/i/web/status/1583433921370259456	http://twitter.com/i/web/status/1583321601499463680	http://twitter.com/i/web/status/1576726540099866624	http://twitter.com/i/web/status/1581406211911471104	http://twitter.com/i/web/status/1579925887184949249	http://twitter.com/i/web/status/1584968283492872192	http://twitter.com/i/web/status/1584178068390019072	http://twitter.com/i/web/status/1577616586546073600	http://twitter.com/i/web/status/1583730867125395456	http://twitter.com/i/web/status/1582390032861515776	http://twitter.com/i/web/status/1577696413709963264	http://twitter.com/i/web/status/1582848312616419328	http://twitter.com/i/web/status/1578449701413609472	http://twitter.com/i/web/status/1582937725971599360	http://twitter.com/i/web/status/1578608790538432513	http://twitter.com/i/web/status/1576965318697590784	http://twitter.com/i/web/status/1576800604705673216
110	trans_queer_gay	12	trans (5.0), queer (5.0), gay (3.0), cis (2.0), queerbaiting (2.0), connor (2.0), kit (2.0), queerbait (2.0), person (1.0), bisexual (1.0)	45	http://twitter.com/i/web/status/1582036403911020548	http://twitter.com/i/web/status/1579217051767705600	http://twitter.com/i/web/status/1586800598175055872	http://twitter.com/i/web/status/1581786557379330049	http://twitter.com/i/web/status/1580642254078689281	http://twitter.com/i/web/status/1587220646186057729	http://twitter.com/i/web/status/1585371194907582464	http://twitter.com/i/web/status/1579499143512612866	http://twitter.com/i/web/status/1579240830056820736	http://twitter.com/i/web/status/1585356934441762816	http://twitter.com/i/web/status/1579234527595343872	http://twitter.com/i/web/status/1578361656391872513	http://twitter.com/i/web/status/1586408614889025536	http://twitter.com/i/web/status/1584330340633440256	http://twitter.com/i/web/status/1579111094106218498	http://twitter.com/i/web/status/1577926353873051649	http://twitter.com/i/web/status/1582818025148850176	http://twitter.com/i/web/status/1577881702780674048	http://twitter.com/i/web/status/1587221014705995778	http://twitter.com/i/web/status/1577172087931736064
111	garr_drawing_bang	46	garr (17.0), drawing (15.0), bang (15.0), winner (11.0), idr (8.0), retweet (7.0), follow (4.0), hours (4.0), one (3.0), crop (2.0)	33	http://twitter.com/i/web/status/1582631646490427393	http://twitter.com/i/web/status/1582712268571443200	http://twitter.com/i/web/status/1586914056249569280	http://twitter.com/i/web/status/1585142978544570368	http://twitter.com/i/web/status/1586199364523143169	http://twitter.com/i/web/status/1579713645847937024	http://twitter.com/i/web/status/1583067802046730240	http://twitter.com/i/web/status/1583065323234004992	http://twitter.com/i/web/status/1582346566878523392	http://twitter.com/i/web/status/1583037727737810944	http://twitter.com/i/web/status/1582330899995455489	http://twitter.com/i/web/status/1579411242460282880	http://twitter.com/i/web/status/1586602066138787840	http://twitter.com/i/web/status/1584443340594237440	http://twitter.com/i/web/status/1585531521045241859	http://twitter.com/i/web/status/1583062756089286657	http://twitter.com/i/web/status/1581898506792763392	http://twitter.com/i/web/status/1585546745471434753	http://twitter.com/i/web/status/1585624612628738050	http://twitter.com/i/web/status/1581191641591074816
112	weed_smoke_smoking	12	weed (14.0), smoke (6.0), smoking (6.0), smoker (6.0), lung (4.0), vape (4.0), lungs (3.0), snoop (3.0), smokes (3.0), smell (3.0)	36	http://twitter.com/i/web/status/1585354740573302784	http://twitter.com/i/web/status/1585010036090470401	http://twitter.com/i/web/status/1586481954110644224	http://twitter.com/i/web/status/1582365565632491521	http://twitter.com/i/web/status/1581224960483536898	http://twitter.com/i/web/status/1586247711866511365	http://twitter.com/i/web/status/1576757810007748610	http://twitter.com/i/web/status/1577818906546343936	http://twitter.com/i/web/status/1583973197929930752	http://twitter.com/i/web/status/1578837302360477697	http://twitter.com/i/web/status/1579859978441355271	http://twitter.com/i/web/status/1580954871683223553	http://twitter.com/i/web/status/1577409819551895552	http://twitter.com/i/web/status/1585369247735169024	http://twitter.com/i/web/status/1578698268523257856	http://twitter.com/i/web/status/1582586966688018432	http://twitter.com/i/web/status/1578471607240384512	http://twitter.com/i/web/status/1579179669651304448	http://twitter.com/i/web/status/1577354665095831552	http://twitter.com/i/web/status/1576333093257945090
113	astronaut_jin_itunes	40	astronaut (12.0), jin (8.0), itunes (5.0), twt (3.0), theastronaut (3.0), co (3.0), single (3.0), kst (2.0), buenos (2.0), aires (2.0)	72	http://twitter.com/i/web/status/1585849625994756096	http://twitter.com/i/web/status/1582544247319760898	http://twitter.com/i/web/status/1586209218956492800	http://twitter.com/i/web/status/1586076158180859905	http://twitter.com/i/web/status/1586025435732885504	http://twitter.com/i/web/status/1585870040586485760	http://twitter.com/i/web/status/1585866761378836480	http://twitter.com/i/web/status/1585852707662872577	http://twitter.com/i/web/status/1585850893584457728	http://twitter.com/i/web/status/1582763503135657984	http://twitter.com/i/web/status/1586138240972570624	http://twitter.com/i/web/status/1576943834994733057	http://twitter.com/i/web/status/1585865742721089537	http://twitter.com/i/web/status/1585934224086814726	http://twitter.com/i/web/status/1582387949181992961	http://twitter.com/i/web/status/1586021723127787521	http://twitter.com/i/web/status/1586130692122898432	http://twitter.com/i/web/status/1586204208570957826	http://twitter.com/i/web/status/1586911492468785154	http://twitter.com/i/web/status/1582388287318085632
114	sims_cod_game	20	sims (5.0), cod (4.0), game (4.0), playstation (4.0), fantasy (3.0), mw (3.0), undertale (3.0), realistic (3.0), modernwarfare (3.0), persona (3.0)	44	http://twitter.com/i/web/status/1587518799120572422	http://twitter.com/i/web/status/1579936236122185728	http://twitter.com/i/web/status/1576768394707161088	http://twitter.com/i/web/status/1586531627240689666	http://twitter.com/i/web/status/1586506028501303296	http://twitter.com/i/web/status/1586177699369959425	http://twitter.com/i/web/status/1585424646417297408	http://twitter.com/i/web/status/1584989065677770752	http://twitter.com/i/web/status/1583178563238658048	http://twitter.com/i/web/status/1583113916984401921	http://twitter.com/i/web/status/1585376311824240647	http://twitter.com/i/web/status/1583626773723770881	http://twitter.com/i/web/status/1579234047141691392	http://twitter.com/i/web/status/1576208683020582912	http://twitter.com/i/web/status/1585270206305386497	http://twitter.com/i/web/status/1578092659285315585	http://twitter.com/i/web/status/1580225720361832448	http://twitter.com/i/web/status/1581704666559442944	http://twitter.com/i/web/status/1583412762176524288	http://twitter.com/i/web/status/1585089769935343616
115	deficit_trillion_economy	1	deficit (8.0), trillion (5.0), economy (4.0), largest (3.0), fell (2.0), republicans (2.0), republican (2.0), year (2.0), federal (2.0), congressional (2.0)	74	http://twitter.com/i/web/status/1583493563274301440	http://twitter.com/i/web/status/1583538101212762112	http://twitter.com/i/web/status/1583500863460769792	http://twitter.com/i/web/status/1586422614943219713	http://twitter.com/i/web/status/1583499606780186624	http://twitter.com/i/web/status/1583835632396251137	http://twitter.com/i/web/status/1584274188285939712	http://twitter.com/i/web/status/1584284453756497921	http://twitter.com/i/web/status/1584333868878135296	http://twitter.com/i/web/status/1583805596180320257	http://twitter.com/i/web/status/1583503386871226368	http://twitter.com/i/web/status/1583469239012581376	http://twitter.com/i/web/status/1583515826543435776	http://twitter.com/i/web/status/1579850391109636096	http://twitter.com/i/web/status/1583549554053767168	http://twitter.com/i/web/status/1585631383871180801	http://twitter.com/i/web/status/1586069242864099331	http://twitter.com/i/web/status/1578489816010076160	http://twitter.com/i/web/status/1585406667831013376	http://twitter.com/i/web/status/1579479588094103553
116	handsome_gorgeous_beautiful	-1	handsome (8.0), gorgeous (7.0), beautiful (5.0), hes (5.0), hot (5.0), noooo (4.0), pretty (4.0), he (4.0), so (3.0), pointsbetusa (3.0)	50	http://twitter.com/i/web/status/1582864500973191168	http://twitter.com/i/web/status/1579102017879842817	http://twitter.com/i/web/status/1580738616745021440	http://twitter.com/i/web/status/1586009412749361170	http://twitter.com/i/web/status/1581256734152065025	http://twitter.com/i/web/status/1579482340564566017	http://twitter.com/i/web/status/1577604895863193601	http://twitter.com/i/web/status/1584373675985633280	http://twitter.com/i/web/status/1577955053398278144	http://twitter.com/i/web/status/1582342620017496064	http://twitter.com/i/web/status/1580584599742124033	http://twitter.com/i/web/status/1587013318287433728	http://twitter.com/i/web/status/1587120695326265346	http://twitter.com/i/web/status/1581219894107832320	http://twitter.com/i/web/status/1581219720719896577	http://twitter.com/i/web/status/1585975460470849537	http://twitter.com/i/web/status/1576372433333805057	http://twitter.com/i/web/status/1576353162813792256	http://twitter.com/i/web/status/1579544664948224000	http://twitter.com/i/web/status/1581709678404571136
117	rt_hours_recent	17	rt (8.0), hours (6.0), recent (6.0), tweets (5.0), emoji (4.0), follow (3.0), notice (3.0), tweet (3.0), bahasa (2.0), gamingcommunity (2.0)	20	http://twitter.com/i/web/status/1579095412019171330	http://twitter.com/i/web/status/1584738402532220929	http://twitter.com/i/web/status/1584817554073456642	http://twitter.com/i/web/status/1584855475874844672	http://twitter.com/i/web/status/1587419129228955648	http://twitter.com/i/web/status/1585904152852713474	http://twitter.com/i/web/status/1586659181586784258	http://twitter.com/i/web/status/1586391475075837952	http://twitter.com/i/web/status/1586217888473436161	http://twitter.com/i/web/status/1586223823988609025	http://twitter.com/i/web/status/1585265779905216512	http://twitter.com/i/web/status/1586238610621071360	http://twitter.com/i/web/status/1585518600869117952	http://twitter.com/i/web/status/1587667864470769664	http://twitter.com/i/web/status/1586394502868373504	http://twitter.com/i/web/status/1584353204749279233	http://twitter.com/i/web/status/1586003074262376459	http://twitter.com/i/web/status/1586353543434207232	http://twitter.com/i/web/status/1586002547185094657	http://twitter.com/i/web/status/1585592384662142978
118	brazil_brazilian_lula	47	brazil (9.0), brazilian (4.0), lula (3.0), victory (2.0), congratulations (2.0), forward (2.0), election (2.0), democracy (2.0), amazon (2.0), prosperous (2.0)	48	http://twitter.com/i/web/status/1587082348499173377	http://twitter.com/i/web/status/1586396283073269760	http://twitter.com/i/web/status/1586863963283009536	http://twitter.com/i/web/status/1586873154571358208	http://twitter.com/i/web/status/1586858229996322818	http://twitter.com/i/web/status/1586851451556577285	http://twitter.com/i/web/status/1587078927951880193	http://twitter.com/i/web/status/1586863552140398595	http://twitter.com/i/web/status/1586862305123377155	http://twitter.com/i/web/status/1587323554944655362	http://twitter.com/i/web/status/1587269586046648322	http://twitter.com/i/web/status/1586876045503778816	http://twitter.com/i/web/status/1587106427625250817	http://twitter.com/i/web/status/1586864856694677506	http://twitter.com/i/web/status/1586894475590340610	http://twitter.com/i/web/status/1586989546180382721	http://twitter.com/i/web/status/1587187403814486017	http://twitter.com/i/web/status/1587510075769462785	http://twitter.com/i/web/status/1586422712129376261	http://twitter.com/i/web/status/1586758349890244608
119	security_social_medicare	1	security (7.0), social (7.0), medicare (5.0), republicans (3.0), cut (2.0), seniors (2.0), premiums (2.0), checks (2.0), republican (2.0), economy (2.0)	94	http://twitter.com/i/web/status/1583167765158203392	http://twitter.com/i/web/status/1584003925404835840	http://twitter.com/i/web/status/1580545246307692547	http://twitter.com/i/web/status/1581051123120492545	http://twitter.com/i/web/status/1579184925949202432	http://twitter.com/i/web/status/1581389452592971776	http://twitter.com/i/web/status/1582391921099431937	http://twitter.com/i/web/status/1586360706605064197	http://twitter.com/i/web/status/1582907956542132224	http://twitter.com/i/web/status/1587527513953415168	http://twitter.com/i/web/status/1582070390309892097	http://twitter.com/i/web/status/1581790846277779456	http://twitter.com/i/web/status/1583237414490845184	http://twitter.com/i/web/status/1586507456448200704	http://twitter.com/i/web/status/1580002310809423872	http://twitter.com/i/web/status/1580718245782622208	http://twitter.com/i/web/status/1586024996413050882	http://twitter.com/i/web/status/1583156628987162625	http://twitter.com/i/web/status/1586410033016967169	http://twitter.com/i/web/status/1585043530585706497
120	thomas_clarence_recuse	0	thomas (8.0), clarence (7.0), recuse (4.0), justice (4.0), supreme (3.0), court (3.0), ketanji (2.0), jury (2.0), amendment (2.0), jackson (2.0)	40	http://twitter.com/i/web/status/1584591424900632576	http://twitter.com/i/web/status/1577325785291137025	http://twitter.com/i/web/status/1577697734794027008	http://twitter.com/i/web/status/1577693549969264640	http://twitter.com/i/web/status/1579921845503266817	http://twitter.com/i/web/status/1577466709643956224	http://twitter.com/i/web/status/1584586343144751111	http://twitter.com/i/web/status/1579917751820247040	http://twitter.com/i/web/status/1584592944988053508	http://twitter.com/i/web/status/1576738815879823360	http://twitter.com/i/web/status/1578410383139815430	http://twitter.com/i/web/status/1586412107980951552	http://twitter.com/i/web/status/1584596254692024320	http://twitter.com/i/web/status/1577433681354018819	http://twitter.com/i/web/status/1584584829403680768	http://twitter.com/i/web/status/1577509388897484800	http://twitter.com/i/web/status/1584668265179385857	http://twitter.com/i/web/status/1584583749546958849	http://twitter.com/i/web/status/1586882865953853440	http://twitter.com/i/web/status/1579213909432897536
121	kumpulan_template_ppt	39	kumpulan (31.0), template (21.0), ppt (21.0), thread (20.0), canva (20.0), meme (17.0), di (9.0), hopeless (7.0), aesthetic (7.0), fonts (6.0)	30	http://twitter.com/i/web/status/1581599680084922368	http://twitter.com/i/web/status/1580149721716645894	http://twitter.com/i/web/status/1584393782421688321	http://twitter.com/i/web/status/1583704512682135552	http://twitter.com/i/web/status/1583049250417496065	http://twitter.com/i/web/status/1582324446047584256	http://twitter.com/i/web/status/1581978498218221570	http://twitter.com/i/web/status/1584893044440338432	http://twitter.com/i/web/status/1577947208896634880	http://twitter.com/i/web/status/1586147942141808641	http://twitter.com/i/web/status/1578768406945599489	http://twitter.com/i/web/status/1580845922074103808	http://twitter.com/i/web/status/1583009884487835649	http://twitter.com/i/web/status/1576485286917177344	http://twitter.com/i/web/status/1579052713647964160	http://twitter.com/i/web/status/1585222759743115266	http://twitter.com/i/web/status/1577887364579725312	http://twitter.com/i/web/status/1581533678882394113	http://twitter.com/i/web/status/1585912288858382336	http://twitter.com/i/web/status/1578301355458191360
122	scaramouche_genshinimpact_scara	48	scaramouche (35.0), genshinimpact (12.0), scara (9.0), wanderer (8.0), scarabs (6.0), tighnari (5.0), genshinlmpact (4.0), anemo (4.0), venti (3.0), genshin (2.0)	37	http://twitter.com/i/web/status/1586864969512992768	http://twitter.com/i/web/status/1577121249029132288	http://twitter.com/i/web/status/1577211024406499329	http://twitter.com/i/web/status/1587169703553912840	http://twitter.com/i/web/status/1578815715423170561	http://twitter.com/i/web/status/1586861985353924610	http://twitter.com/i/web/status/1587075466371878913	http://twitter.com/i/web/status/1587134004813500416	http://twitter.com/i/web/status/1587035158774964224	http://twitter.com/i/web/status/1584246898138836992	http://twitter.com/i/web/status/1586375849455984642	http://twitter.com/i/web/status/1583878970596286464	http://twitter.com/i/web/status/1576631184217767936	http://twitter.com/i/web/status/1584154961872842752	http://twitter.com/i/web/status/1587128968297209857	http://twitter.com/i/web/status/1577767783345098763	http://twitter.com/i/web/status/1583899297065881601	http://twitter.com/i/web/status/1587057298018824192	http://twitter.com/i/web/status/1587104646262308866	http://twitter.com/i/web/status/1587168372885798913
123	lisa_haein_haruto	49	lisa (25.0), haein (4.0), haruto (4.0), bornpinkindallas (4.0), jennie (3.0), her (2.0), bornpink (2.0), aaaahhhhh (2.0), leesoohyuk (2.0), toooo (2.0)	44	http://twitter.com/i/web/status/1584306767529644032	http://twitter.com/i/web/status/1585062723351506944	http://twitter.com/i/web/status/1585041069741608960	http://twitter.com/i/web/status/1581172317811462145	http://twitter.com/i/web/status/1581170234568105984	http://twitter.com/i/web/status/1581940827269435392	http://twitter.com/i/web/status/1585123584464519174	http://twitter.com/i/web/status/1581270117890945024	http://twitter.com/i/web/status/1583136218044170243	http://twitter.com/i/web/status/1586491818367012864	http://twitter.com/i/web/status/1585041797864390658	http://twitter.com/i/web/status/1581219667506782209	http://twitter.com/i/web/status/1585477394651119621	http://twitter.com/i/web/status/1579461145672691714	http://twitter.com/i/web/status/1585059640320352256	http://twitter.com/i/web/status/1576417234880036864	http://twitter.com/i/web/status/1582369845751926784	http://twitter.com/i/web/status/1585109057425543169	http://twitter.com/i/web/status/1582197139878580224	http://twitter.com/i/web/status/1581826919800373249
124	concert_missed_felt	2	concert (6.0), missed (3.0), felt (2.0), performed (2.0), activities (1.0), loveyourw (1.0), emptiness (1.0), stopping (1.0), solo (1.0), doing (1.0)	41	http://twitter.com/i/web/status/1581303016551915525	http://twitter.com/i/web/status/1585931265995591681	http://twitter.com/i/web/status/1581238048670420992	http://twitter.com/i/web/status/1581236679188226048	http://twitter.com/i/web/status/1581236627778637824	http://twitter.com/i/web/status/1581239134458646529	http://twitter.com/i/web/status/1581243665963683841	http://twitter.com/i/web/status/1580216310717644800	http://twitter.com/i/web/status/1579115638827941891	http://twitter.com/i/web/status/1581240437607919616	http://twitter.com/i/web/status/1581241682619949059	http://twitter.com/i/web/status/1580218650593988609	http://twitter.com/i/web/status/1581191840471998467	http://twitter.com/i/web/status/1586221251852656641	http://twitter.com/i/web/status/1581235972129591296	http://twitter.com/i/web/status/1578671781438980096	http://twitter.com/i/web/status/1581230267825795072	http://twitter.com/i/web/status/1581271190634909698	http://twitter.com/i/web/status/1585965563137863680	http://twitter.com/i/web/status/1581947437010194432
125	trauma_childhood_parents	21	trauma (4.0), childhood (2.0), parents (2.0), adult (2.0), immature (2.0), maturity (2.0), emotional (1.0), emotionally (1.0), stored (1.0), emotions (1.0)	38	http://twitter.com/i/web/status/1584993620880691200	http://twitter.com/i/web/status/1580277398968205312	http://twitter.com/i/web/status/1581325370963304450	http://twitter.com/i/web/status/1577737752707227648	http://twitter.com/i/web/status/1587104619989274624	http://twitter.com/i/web/status/1578339120208023552	http://twitter.com/i/web/status/1585761671657951233	http://twitter.com/i/web/status/1581323439343693824	http://twitter.com/i/web/status/1579131294037856257	http://twitter.com/i/web/status/1582788696558170112	http://twitter.com/i/web/status/1581671312581283840	http://twitter.com/i/web/status/1576048019350245377	http://twitter.com/i/web/status/1581836932249579521	http://twitter.com/i/web/status/1576927616791064576	http://twitter.com/i/web/status/1578404954850607105	http://twitter.com/i/web/status/1583176768726347776	http://twitter.com/i/web/status/1579850474898870272	http://twitter.com/i/web/status/1577287147974860801	http://twitter.com/i/web/status/1587135848377729027	http://twitter.com/i/web/status/1581056170709508097
126	megan_stallion_thee	14	megan (9.0), stallion (7.0), thee (7.0), snl (4.0), meghan (3.0), daisuke (2.0), stallionnightlive (2.0), mirko (2.0), hotties (2.0), bridget (2.0)	36	http://twitter.com/i/web/status/1580718868552896512	http://twitter.com/i/web/status/1581499779976024064	http://twitter.com/i/web/status/1586638246708224001	http://twitter.com/i/web/status/1578147919055982592	http://twitter.com/i/web/status/1578433787431903232	http://twitter.com/i/web/status/1581496788124667905	http://twitter.com/i/web/status/1579116282653577216	http://twitter.com/i/web/status/1579131664403660800	http://twitter.com/i/web/status/1579166081712721920	http://twitter.com/i/web/status/1581001418143846400	http://twitter.com/i/web/status/1587241421265768448	http://twitter.com/i/web/status/1581642333459984385	http://twitter.com/i/web/status/1581831202478051328	http://twitter.com/i/web/status/1587249171991597057	http://twitter.com/i/web/status/1585245374448484352	http://twitter.com/i/web/status/1584940951285342213	http://twitter.com/i/web/status/1581031567681781760	http://twitter.com/i/web/status/1581054519193980928	http://twitter.com/i/web/status/1581658994292461568	http://twitter.com/i/web/status/1578975835583049728
127	shark_dolphin_legs	11	shark (6.0), dolphin (5.0), legs (4.0), eels (4.0), sea (3.0), whales (3.0), whale (3.0), fish (3.0), ocean (3.0), octopus (3.0)	52	http://twitter.com/i/web/status/1585109705843953664	http://twitter.com/i/web/status/1576550063987249152	http://twitter.com/i/web/status/1584537694524256256	http://twitter.com/i/web/status/1585533062087155712	http://twitter.com/i/web/status/1586240242473844736	http://twitter.com/i/web/status/1583613176469680128	http://twitter.com/i/web/status/1583295316517826562	http://twitter.com/i/web/status/1585308581938827267	http://twitter.com/i/web/status/1580444460722577410	http://twitter.com/i/web/status/1585340522050514950	http://twitter.com/i/web/status/1576367046459535360	http://twitter.com/i/web/status/1586348878592450562	http://twitter.com/i/web/status/1584900896076472322	http://twitter.com/i/web/status/1581027251167981568	http://twitter.com/i/web/status/1585663486243536896	http://twitter.com/i/web/status/1576263171165147137	http://twitter.com/i/web/status/1576938118715826176	http://twitter.com/i/web/status/1585262473900351490	http://twitter.com/i/web/status/1580027603389648896	http://twitter.com/i/web/status/1585461795657072641
128	youth_kihyun_concept	42	youth (24.0), kihyun (23.0), concept (16.0), monsta (14.0), monstax (14.0), photo (12.0), ver (10.0), mini (9.0), release (7.0), st (7.0)	23	http://twitter.com/i/web/status/1579819354358566912	http://twitter.com/i/web/status/1579456966421671939	http://twitter.com/i/web/status/1581631293615263744	http://twitter.com/i/web/status/1581631047661338626	http://twitter.com/i/web/status/1579819605878521856	http://twitter.com/i/web/status/1581994185015513088	http://twitter.com/i/web/status/1579457218629378048	http://twitter.com/i/web/status/1579456718886477827	http://twitter.com/i/web/status/1579094831422382085	http://twitter.com/i/web/status/1579094327334150147	http://twitter.com/i/web/status/1581993433622892549	http://twitter.com/i/web/status/1582355831835631617	http://twitter.com/i/web/status/1581993682093240320	http://twitter.com/i/web/status/1579457469935276032	http://twitter.com/i/web/status/1579819106596835328	http://twitter.com/i/web/status/1579094578677760000	http://twitter.com/i/web/status/1581631545193938944	http://twitter.com/i/web/status/1582356572788981760	http://twitter.com/i/web/status/1581631796998832128	http://twitter.com/i/web/status/1579095081931317248
129	pokemon_pokemonscarletviolet_pokmon	11	pokemon (12.0), pokemonscarletviolet (9.0), pokmon (7.0), splatoon (7.0), farigiraf (6.0), greavard (5.0), type (5.0), girafarig (3.0), planters (3.0), splatfest (3.0)	36	http://twitter.com/i/web/status/1580604282620895238	http://twitter.com/i/web/status/1583248767217995776	http://twitter.com/i/web/status/1584900596921942018	http://twitter.com/i/web/status/1585067824980295680	http://twitter.com/i/web/status/1578034012106260480	http://twitter.com/i/web/status/1578091179564216320	http://twitter.com/i/web/status/1578145293140660224	http://twitter.com/i/web/status/1581686806164410369	http://twitter.com/i/web/status/1577645542385094657	http://twitter.com/i/web/status/1579988960939413504	http://twitter.com/i/web/status/1580572540891975680	http://twitter.com/i/web/status/1578054478447742985	http://twitter.com/i/web/status/1582506934418440193	http://twitter.com/i/web/status/1583554419949699072	http://twitter.com/i/web/status/1585752721856299008	http://twitter.com/i/web/status/1578442924152397824	http://twitter.com/i/web/status/1578037864017047552	http://twitter.com/i/web/status/1580241813419438080	http://twitter.com/i/web/status/1580691426798866432	http://twitter.com/i/web/status/1578369634981609477
130	enhypen_heeseung_engene	6	enhypen (27.0), heeseung (14.0), engene (9.0), membership (8.0), instagram (7.0), enhypenwithbysph (7.0), sunoo (7.0), ki (6.0), sunghoon (6.0), ni (6.0)	54	http://twitter.com/i/web/status/1579604434895900672	http://twitter.com/i/web/status/1576759527285792768	http://twitter.com/i/web/status/1581472247734104065	http://twitter.com/i/web/status/1577802940001275905	http://twitter.com/i/web/status/1583022093603438594	http://twitter.com/i/web/status/1580186778123661312	http://twitter.com/i/web/status/1577501929134956544	http://twitter.com/i/web/status/1583080677377191936	http://twitter.com/i/web/status/1583259024060882945	http://twitter.com/i/web/status/1585890236109713408	http://twitter.com/i/web/status/1578966027953573888	http://twitter.com/i/web/status/1584167773357293568	http://twitter.com/i/web/status/1578961379305787392	http://twitter.com/i/web/status/1582124346536960001	http://twitter.com/i/web/status/1581139565838225413	http://twitter.com/i/web/status/1577506373268836353	http://twitter.com/i/web/status/1580894490189238272	http://twitter.com/i/web/status/1576780038229221378	http://twitter.com/i/web/status/1581093701497270272	http://twitter.com/i/web/status/1582718273056931843
131	coffee_iced_tea	12	coffee (25.0), iced (10.0), tea (5.0), beverages (4.0), hot (4.0), matcha (3.0), muslim (3.0), weak (3.0), cup (3.0), pakai (3.0)	33	http://twitter.com/i/web/status/1576145854515146753	http://twitter.com/i/web/status/1581438544324591617	http://twitter.com/i/web/status/1580434610399326209	http://twitter.com/i/web/status/1581869737872531456	http://twitter.com/i/web/status/1585288143669846017	http://twitter.com/i/web/status/1584282013775073281	http://twitter.com/i/web/status/1582160301427814401	http://twitter.com/i/web/status/1579822648137506816	http://twitter.com/i/web/status/1578098705592246272	http://twitter.com/i/web/status/1583735985233199110	http://twitter.com/i/web/status/1581233915557457921	http://twitter.com/i/web/status/1585695588623974426	http://twitter.com/i/web/status/1578422593761468416	http://twitter.com/i/web/status/1581677480083349511	http://twitter.com/i/web/status/1577939949932122112	http://twitter.com/i/web/status/1580872766185648129	http://twitter.com/i/web/status/1583065797400100864	http://twitter.com/i/web/status/1578959896552144896	http://twitter.com/i/web/status/1577948591959592960	http://twitter.com/i/web/status/1576799766700122112
132	nycc_funkopop_funko	50	nycc (14.0), funkopop (10.0), funko (10.0), funkonycc (9.0), chance (7.0), exclusive (7.0), harry (6.0), win (5.0), pop (4.0), styles (4.0)	22	http://twitter.com/i/web/status/1586538548915740672	http://twitter.com/i/web/status/1578565938315759617	http://twitter.com/i/web/status/1582914633014337541	http://twitter.com/i/web/status/1582552247183020041	http://twitter.com/i/web/status/1581102705560403968	http://twitter.com/i/web/status/1580015594858053634	http://twitter.com/i/web/status/1577841164354560002	http://twitter.com/i/web/status/1579653104567451648	http://twitter.com/i/web/status/1579290714411880449	http://twitter.com/i/web/status/1578490442122944518	http://twitter.com/i/web/status/1576754002460540928	http://twitter.com/i/web/status/1577010698676207617	http://twitter.com/i/web/status/1577448580025143302	http://twitter.com/i/web/status/1579124622741716995	http://twitter.com/i/web/status/1584001798276370432	http://twitter.com/i/web/status/1577750572920455178	http://twitter.com/i/web/status/1577236794860371970	http://twitter.com/i/web/status/1581465096156577796	http://twitter.com/i/web/status/1578203552996069376	http://twitter.com/i/web/status/1578007267051556865
