topic_id	topic_name	meta_topic	topic_word	topic_size	doc_1	doc_2	doc_3	doc_4	doc_5	doc_6	doc_7	doc_8	doc_9	doc_10	doc_11	doc_12	doc_13	doc_14	doc_15	doc_16	doc_17	doc_18	doc_19	doc_20
0	covid_vaccine_pfizer	1	covid (4.0), vaccine (3.0), pfizer (2.0), vaccines (2.0), transmission (2.0), cdc (1.0), mrna (1.0), vaccinated (1.0), tested (1.0), prevent (1.0)	202	http://twitter.com/i/web/status/1584692426790211586	http://twitter.com/i/web/status/1578098393301549056	http://twitter.com/i/web/status/1578523138044104704	http://twitter.com/i/web/status/1586036528064741376	http://twitter.com/i/web/status/1583872500064452608	http://twitter.com/i/web/status/1579830040858329089	http://twitter.com/i/web/status/1578793957383106560	http://twitter.com/i/web/status/1578824858636808192	http://twitter.com/i/web/status/1579791465299214341	http://twitter.com/i/web/status/1578886708547837952	http://twitter.com/i/web/status/1582100003174027264	http://twitter.com/i/web/status/1579781402396348416	http://twitter.com/i/web/status/1580263909440856066	http://twitter.com/i/web/status/1582850570364145664	http://twitter.com/i/web/status/1579108388587581440	http://twitter.com/i/web/status/1579759795225198593	http://twitter.com/i/web/status/1587149556290142208	http://twitter.com/i/web/status/1584535404912353285	http://twitter.com/i/web/status/1582355875649331201	http://twitter.com/i/web/status/1580144699423092736
1	ukraine_russia_russian	0	ukraine (4.0), russia (3.0), russian (2.0), war (2.0), putin (2.0), ukrainian (2.0), crimea (1.0), nuclear (1.0), kyiv (1.0), ukrainians (1.0)	178	http://twitter.com/i/web/status/1580412982840135681	http://twitter.com/i/web/status/1580636236212936704	http://twitter.com/i/web/status/1579820810751324160	http://twitter.com/i/web/status/1581356355671101442	http://twitter.com/i/web/status/1579474177622700033	http://twitter.com/i/web/status/1579445930981732352	http://twitter.com/i/web/status/1582926857749467137	http://twitter.com/i/web/status/1576464942479585281	http://twitter.com/i/web/status/1584054018145685504	http://twitter.com/i/web/status/1579393649137573888	http://twitter.com/i/web/status/1583007269062836224	http://twitter.com/i/web/status/1577083012914651142	http://twitter.com/i/web/status/1576472432445095938	http://twitter.com/i/web/status/1576814074750726144	http://twitter.com/i/web/status/1577539742383706115	http://twitter.com/i/web/status/1584643015859372032	http://twitter.com/i/web/status/1578336454601678848	http://twitter.com/i/web/status/1578041621093949440	http://twitter.com/i/web/status/1579361005661888512	http://twitter.com/i/web/status/1578769911954165761
2	pelosi_paul_nancy	0	pelosi (4.0), paul (2.0), nancy (2.0), speaker (1.0), attack (1.0), maga (1.0), attacker (1.0), hammer (1.0), jan (1.0), january (1.0)	194	http://twitter.com/i/web/status/1586059747882864640	http://twitter.com/i/web/status/1586144536408883205	http://twitter.com/i/web/status/1580672146946199554	http://twitter.com/i/web/status/1580671966331031552	http://twitter.com/i/web/status/1580637871081283584	http://twitter.com/i/web/status/1586098682365063168	http://twitter.com/i/web/status/1580918320017993738	http://twitter.com/i/web/status/1586810389962145792	http://twitter.com/i/web/status/1580951301386444800	http://twitter.com/i/web/status/1587053067014328320	http://twitter.com/i/web/status/1586767000763658241	http://twitter.com/i/web/status/1581063853387165696	http://twitter.com/i/web/status/1586431650048593921	http://twitter.com/i/web/status/1586155489246646272	http://twitter.com/i/web/status/1587393703676551168	http://twitter.com/i/web/status/1586001132991967233	http://twitter.com/i/web/status/1586052313067581440	http://twitter.com/i/web/status/1586593895151898625	http://twitter.com/i/web/status/1586561337362157569	http://twitter.com/i/web/status/1580712690766712833
3	jungkook_jung_omg	2	jungkook (14.0), jung (2.0), omg (2.0), jungkookie (1.0), glasses (1.0), joon (1.0), look (1.0), harley (1.0), hoseok (1.0), weverse (1.0)	133	http://twitter.com/i/web/status/1580885284379840512	http://twitter.com/i/web/status/1581319689317195776	http://twitter.com/i/web/status/1579055462213120000	http://twitter.com/i/web/status/1585634222374416385	http://twitter.com/i/web/status/1585219731887620100	http://twitter.com/i/web/status/1578726929305591809	http://twitter.com/i/web/status/1579161084124352513	http://twitter.com/i/web/status/1579823579197120513	http://twitter.com/i/web/status/1578337232888688641	http://twitter.com/i/web/status/1581801696745119744	http://twitter.com/i/web/status/1576112255988826113	http://twitter.com/i/web/status/1580351876620775425	http://twitter.com/i/web/status/1579825174484246528	http://twitter.com/i/web/status/1576077704884981761	http://twitter.com/i/web/status/1586373868171984897	http://twitter.com/i/web/status/1581260127214391296	http://twitter.com/i/web/status/1578747770391134208	http://twitter.com/i/web/status/1581630595150401536	http://twitter.com/i/web/status/1582087569600262144	http://twitter.com/i/web/status/1583748563368280064
4	chicken_cheese_meal	3	chicken (3.0), cheese (3.0), meal (2.0), recipe (2.0), mac (2.0), sauce (2.0), cheesecake (1.0), bread (1.0), strawberries (1.0), shrimp (1.0)	167	http://twitter.com/i/web/status/1582789115287785472	http://twitter.com/i/web/status/1580601424832270336	http://twitter.com/i/web/status/1584664091712376834	http://twitter.com/i/web/status/1583083612974374914	http://twitter.com/i/web/status/1578508531690455040	http://twitter.com/i/web/status/1580058324548358145	http://twitter.com/i/web/status/1578809187630731265	http://twitter.com/i/web/status/1581986722971144194	http://twitter.com/i/web/status/1584976145979936768	http://twitter.com/i/web/status/1582189161141846016	http://twitter.com/i/web/status/1586751990876590080	http://twitter.com/i/web/status/1584533803292250112	http://twitter.com/i/web/status/1585344712742871042	http://twitter.com/i/web/status/1578432245836042240	http://twitter.com/i/web/status/1587179087520579584	http://twitter.com/i/web/status/1580610452526354432	http://twitter.com/i/web/status/1582535479186329600	http://twitter.com/i/web/status/1576968611968995329	http://twitter.com/i/web/status/1586410852646674432	http://twitter.com/i/web/status/1587163321009983488
5	houseofthedragon_daemon_rhaenyra	4	houseofthedragon (11.0), daemon (4.0), rhaenyra (3.0), targaryen (3.0), viserys (3.0), dragon (2.0), aemond (2.0), theowlhouse (2.0), dragons (2.0), hotd (2.0)	146	http://twitter.com/i/web/status/1581830366574555136	http://twitter.com/i/web/status/1579298091144187904	http://twitter.com/i/web/status/1579292995937271809	http://twitter.com/i/web/status/1579324360032415744	http://twitter.com/i/web/status/1579290949515374595	http://twitter.com/i/web/status/1579334277619404801	http://twitter.com/i/web/status/1579580768443322368	http://twitter.com/i/web/status/1579844337558769665	http://twitter.com/i/web/status/1580230020089290753	http://twitter.com/i/web/status/1581823092095348736	http://twitter.com/i/web/status/1581825804886896641	http://twitter.com/i/web/status/1581851450673532928	http://twitter.com/i/web/status/1584353551765028865	http://twitter.com/i/web/status/1576763590455197697	http://twitter.com/i/web/status/1584374619779190784	http://twitter.com/i/web/status/1584381228223864832	http://twitter.com/i/web/status/1585209409315405825	http://twitter.com/i/web/status/1586400465742229507	http://twitter.com/i/web/status/1576514411165933568	http://twitter.com/i/web/status/1579302169152741378
6	ronaldo_cristiano_goals	5	ronaldo (5.0), cristiano (4.0), goals (4.0), league (3.0), club (3.0), haaland (3.0), manchester (3.0), messi (3.0), arsenal (2.0), liverpool (2.0)	170	http://twitter.com/i/web/status/1577637226099355651	http://twitter.com/i/web/status/1583811287351336960	http://twitter.com/i/web/status/1583804658828525568	http://twitter.com/i/web/status/1586095172982489088	http://twitter.com/i/web/status/1586291574207488000	http://twitter.com/i/web/status/1578092426916265984	http://twitter.com/i/web/status/1578375521649295365	http://twitter.com/i/web/status/1578699781811351553	http://twitter.com/i/web/status/1586458245589192704	http://twitter.com/i/web/status/1582840980457525248	http://twitter.com/i/web/status/1576563928687337473	http://twitter.com/i/web/status/1579181244658913281	http://twitter.com/i/web/status/1579181376351662080	http://twitter.com/i/web/status/1581941022468079616	http://twitter.com/i/web/status/1586835212138315776	http://twitter.com/i/web/status/1580940324133900289	http://twitter.com/i/web/status/1587021569548771328	http://twitter.com/i/web/status/1580668035341639680	http://twitter.com/i/web/status/1576202649581809664	http://twitter.com/i/web/status/1585734110424727553
7	manila_bethesun_seventeen	6	manila (4.0), bethesun (4.0), seventeen (4.0), singapore (3.0), svt (2.0), tour (2.0), sun (2.0), thank (2.0), bangkok (2.0), worldtour (2.0)	143	http://twitter.com/i/web/status/1581663897232494592	http://twitter.com/i/web/status/1577763022931726336	http://twitter.com/i/web/status/1580770484274151426	http://twitter.com/i/web/status/1578750297299890176	http://twitter.com/i/web/status/1578117631059664896	http://twitter.com/i/web/status/1580599056690053124	http://twitter.com/i/web/status/1585617849623928832	http://twitter.com/i/web/status/1583654384977649665	http://twitter.com/i/web/status/1578315310092144641	http://twitter.com/i/web/status/1584071461031280641	http://twitter.com/i/web/status/1579089961630199809	http://twitter.com/i/web/status/1578768227265818625	http://twitter.com/i/web/status/1584141384335863810	http://twitter.com/i/web/status/1578723540466954241	http://twitter.com/i/web/status/1581658610479730690	http://twitter.com/i/web/status/1578758319568990208	http://twitter.com/i/web/status/1578735562554757121	http://twitter.com/i/web/status/1585828710258712576	http://twitter.com/i/web/status/1580599067897233416	http://twitter.com/i/web/status/1582204825160355840
8	democracy_polls_vote	7	democracy (2.0), polls (2.0), vote (2.0), ballot (1.0), voter (1.0), election (1.0), voting (1.0), arizona (1.0), voters (1.0), mail (1.0)	257	http://twitter.com/i/web/status/1587618066212323329	http://twitter.com/i/web/status/1586092060284579842	http://twitter.com/i/web/status/1585812797404766209	http://twitter.com/i/web/status/1585629342146568193	http://twitter.com/i/web/status/1585626580516106240	http://twitter.com/i/web/status/1585462888864813057	http://twitter.com/i/web/status/1587436832769327104	http://twitter.com/i/web/status/1584541974404960256	http://twitter.com/i/web/status/1579521666434334721	http://twitter.com/i/web/status/1584492441914454017	http://twitter.com/i/web/status/1579611751368491008	http://twitter.com/i/web/status/1584179199668932608	http://twitter.com/i/web/status/1587132711998656512	http://twitter.com/i/web/status/1583959930830102528	http://twitter.com/i/web/status/1583628452904804353	http://twitter.com/i/web/status/1587414282194526208	http://twitter.com/i/web/status/1583101969643675651	http://twitter.com/i/web/status/1582807041282015232	http://twitter.com/i/web/status/1581337089509306368	http://twitter.com/i/web/status/1586041683963092994
9	truss_johnson_boris	8	truss (3.0), johnson (2.0), boris (2.0), liz (2.0), tory (2.0), prime (2.0), minister (2.0), tories (1.0), uk (1.0), general (1.0)	182	http://twitter.com/i/web/status/1583360491032047616	http://twitter.com/i/web/status/1583377166120943616	http://twitter.com/i/web/status/1583078776048848896	http://twitter.com/i/web/status/1577749641789116416	http://twitter.com/i/web/status/1578072174568652809	http://twitter.com/i/web/status/1583076860254380033	http://twitter.com/i/web/status/1584279700582838274	http://twitter.com/i/web/status/1579229396753580033	http://twitter.com/i/web/status/1583406161780670464	http://twitter.com/i/web/status/1583075062529204224	http://twitter.com/i/web/status/1583894546148372481	http://twitter.com/i/web/status/1583841904814194688	http://twitter.com/i/web/status/1580262987402616837	http://twitter.com/i/web/status/1580582864705703938	http://twitter.com/i/web/status/1580885954545319936	http://twitter.com/i/web/status/1583074397765918721	http://twitter.com/i/web/status/1583439519881101312	http://twitter.com/i/web/status/1581268144244813825	http://twitter.com/i/web/status/1583356153094098946	http://twitter.com/i/web/status/1581911289638420481
10	elon_musk_twitter	-1	elon (6.0), musk (5.0), twitter (4.0), ceo (2.0), speech (2.0), owns (1.0), parag (1.0), free (1.0), cfo (1.0), ads (1.0)	166	http://twitter.com/i/web/status/1585795679238197248	http://twitter.com/i/web/status/1585805381644976128	http://twitter.com/i/web/status/1585966191213830144	http://twitter.com/i/web/status/1584613220693721089	http://twitter.com/i/web/status/1586041026879242240	http://twitter.com/i/web/status/1585854401532526594	http://twitter.com/i/web/status/1578490228167221248	http://twitter.com/i/web/status/1585755826891141123	http://twitter.com/i/web/status/1587040504213954561	http://twitter.com/i/web/status/1586036486486560770	http://twitter.com/i/web/status/1587033343593517056	http://twitter.com/i/web/status/1585796483445493760	http://twitter.com/i/web/status/1585796844126457856	http://twitter.com/i/web/status/1585796994492399616	http://twitter.com/i/web/status/1585797145449201665	http://twitter.com/i/web/status/1583435506716930049	http://twitter.com/i/web/status/1586009909841121281	http://twitter.com/i/web/status/1587192376229068800	http://twitter.com/i/web/status/1586062888690556928	http://twitter.com/i/web/status/1577380562716610565
11	birthday_happy_prabhas	9	birthday (9.0), happy (5.0), prabhas (2.0), salaar (2.0), jeonghan (2.0), wishing (2.0), happybirthdayprabhas (1.0), hurry (1.0), ini (1.0), wishes (1.0)	111	http://twitter.com/i/web/status/1580351231448731651	http://twitter.com/i/web/status/1586734676236017665	http://twitter.com/i/web/status/1580924838411370498	http://twitter.com/i/web/status/1578282728801214464	http://twitter.com/i/web/status/1584485562463158273	http://twitter.com/i/web/status/1586028500926038016	http://twitter.com/i/web/status/1581036472332742657	http://twitter.com/i/web/status/1579124904443924480	http://twitter.com/i/web/status/1576180950060482563	http://twitter.com/i/web/status/1586372290706546696	http://twitter.com/i/web/status/1581236789641375745	http://twitter.com/i/web/status/1580530324194238464	http://twitter.com/i/web/status/1576950209493336064	http://twitter.com/i/web/status/1586445129782468608	http://twitter.com/i/web/status/1581571902333767681	http://twitter.com/i/web/status/1586372786469019648	http://twitter.com/i/web/status/1576520800043077632	http://twitter.com/i/web/status/1586372535226097665	http://twitter.com/i/web/status/1583110796787212290	http://twitter.com/i/web/status/1585285121233412097
12	pray_god_allah	10	pray (5.0), god (4.0), allah (3.0), praying (2.0), tonight (1.0), things (1.0), strength (1.0), prayer (1.0), plan (1.0), miracle (1.0)	162	http://twitter.com/i/web/status/1581089566152265728	http://twitter.com/i/web/status/1581853600099471360	http://twitter.com/i/web/status/1578384660803063818	http://twitter.com/i/web/status/1581113262757715971	http://twitter.com/i/web/status/1578494101627936768	http://twitter.com/i/web/status/1583141332142678022	http://twitter.com/i/web/status/1585671905029156865	http://twitter.com/i/web/status/1586109994151383042	http://twitter.com/i/web/status/1579130430304813056	http://twitter.com/i/web/status/1582094678853181440	http://twitter.com/i/web/status/1584934539960340480	http://twitter.com/i/web/status/1584605969731813376	http://twitter.com/i/web/status/1580242138016919552	http://twitter.com/i/web/status/1581683735556018176	http://twitter.com/i/web/status/1576717792019386369	http://twitter.com/i/web/status/1580945137282084864	http://twitter.com/i/web/status/1587468470484373504	http://twitter.com/i/web/status/1576546693910102017	http://twitter.com/i/web/status/1581279991290949632	http://twitter.com/i/web/status/1576287057822945280
13	cat_cats_kitten	-1	cat (14.0), cats (7.0), kitten (3.0), kitty (2.0), footed (2.0), leopard (2.0), wildcat (2.0), pounds (2.0), weigh (2.0), prey (2.0)	104	http://twitter.com/i/web/status/1584692066608877568	http://twitter.com/i/web/status/1584841826066128897	http://twitter.com/i/web/status/1579331791701573634	http://twitter.com/i/web/status/1582777384692244480	http://twitter.com/i/web/status/1587117517750693890	http://twitter.com/i/web/status/1586854533505892353	http://twitter.com/i/web/status/1579079572158808065	http://twitter.com/i/web/status/1583066902045151232	http://twitter.com/i/web/status/1585970754020986881	http://twitter.com/i/web/status/1585516298552971264	http://twitter.com/i/web/status/1585751212036870144	http://twitter.com/i/web/status/1580166014305992704	http://twitter.com/i/web/status/1584598190250041344	http://twitter.com/i/web/status/1580642482177527808	http://twitter.com/i/web/status/1579538513883983874	http://twitter.com/i/web/status/1578562226692050945	http://twitter.com/i/web/status/1583265692987850752	http://twitter.com/i/web/status/1582140233969438722	http://twitter.com/i/web/status/1581635654982586368	http://twitter.com/i/web/status/1576533703756587008
14	tak_jakarta_yang	3	tak (3.0), jakarta (2.0), yang (2.0), dia (2.0), ka (2.0), ang (1.0), kita (1.0), txt (1.0), kerajaan (1.0), kalau (1.0)	65	http://twitter.com/i/web/status/1577264238350901248	http://twitter.com/i/web/status/1582711546521989120	http://twitter.com/i/web/status/1579453671611731968	http://twitter.com/i/web/status/1580150647365988352	http://twitter.com/i/web/status/1580406603312160769	http://twitter.com/i/web/status/1581084301508382720	http://twitter.com/i/web/status/1576908457084878849	http://twitter.com/i/web/status/1579092669472866304	http://twitter.com/i/web/status/1582898887953510401	http://twitter.com/i/web/status/1576532058293567490	http://twitter.com/i/web/status/1581621211317948416	http://twitter.com/i/web/status/1576005841278631936	http://twitter.com/i/web/status/1581972065867169792	http://twitter.com/i/web/status/1582198785249509377	http://twitter.com/i/web/status/1581574031806894080	http://twitter.com/i/web/status/1577934565544710145	http://twitter.com/i/web/status/1582225416097439744	http://twitter.com/i/web/status/1584809733361668096	http://twitter.com/i/web/status/1576513686885146625	http://twitter.com/i/web/status/1579054665677041664
15	monday_weeknd_day	11	monday (9.0), weeknd (6.0), day (5.0), weekends (5.0), week (4.0), friday (3.0), tomorrow (2.0), weekend (2.0), anymore (2.0), sunday (1.0)	114	http://twitter.com/i/web/status/1581936982166364160	http://twitter.com/i/web/status/1582093530020818945	http://twitter.com/i/web/status/1581589024694599680	http://twitter.com/i/web/status/1581626201793175552	http://twitter.com/i/web/status/1583926164640468993	http://twitter.com/i/web/status/1579463018806915072	http://twitter.com/i/web/status/1578198130977550336	http://twitter.com/i/web/status/1578162556690059267	http://twitter.com/i/web/status/1582785854963347456	http://twitter.com/i/web/status/1577993281161641986	http://twitter.com/i/web/status/1581682502443245568	http://twitter.com/i/web/status/1584726290044592128	http://twitter.com/i/web/status/1577683852075548673	http://twitter.com/i/web/status/1577401401310908435	http://twitter.com/i/web/status/1581704010939002880	http://twitter.com/i/web/status/1578899044675760128	http://twitter.com/i/web/status/1576907517808226304	http://twitter.com/i/web/status/1581098015497953280	http://twitter.com/i/web/status/1587371085279875072	http://twitter.com/i/web/status/1576422269756534787
16	sleep_wake_bed	12	sleep (6.0), wake (3.0), bed (2.0), nap (2.0), sleepy (2.0), naps (2.0), weather (2.0), sleepin (1.0), morning (1.0), awake (1.0)	122	http://twitter.com/i/web/status/1584846209201897474	http://twitter.com/i/web/status/1586594588222898177	http://twitter.com/i/web/status/1578274181568872450	http://twitter.com/i/web/status/1585836151595667456	http://twitter.com/i/web/status/1585933420688945153	http://twitter.com/i/web/status/1582061006603177984	http://twitter.com/i/web/status/1576693674205147137	http://twitter.com/i/web/status/1582017668378292224	http://twitter.com/i/web/status/1576191651789373443	http://twitter.com/i/web/status/1586757788843347972	http://twitter.com/i/web/status/1586582886035197952	http://twitter.com/i/web/status/1587249467241242625	http://twitter.com/i/web/status/1584890019780890625	http://twitter.com/i/web/status/1576847705841995777	http://twitter.com/i/web/status/1577453458138882050	http://twitter.com/i/web/status/1581293795869528066	http://twitter.com/i/web/status/1583258726051389440	http://twitter.com/i/web/status/1583450089980248065	http://twitter.com/i/web/status/1576370259308687361	http://twitter.com/i/web/status/1579285232645443584
17	armys_army_military	9	armys (4.0), army (3.0), military (3.0), bts (1.0), enlistment (1.0), bangtan (1.0), enlist (1.0), enlisting (1.0), wanna (1.0), sk (1.0)	84	http://twitter.com/i/web/status/1580598244416946180	http://twitter.com/i/web/status/1584522596711686144	http://twitter.com/i/web/status/1586191985550819328	http://twitter.com/i/web/status/1583571164890566656	http://twitter.com/i/web/status/1585963215053557761	http://twitter.com/i/web/status/1581911289101942786	http://twitter.com/i/web/status/1581355980767473664	http://twitter.com/i/web/status/1581154502643974144	http://twitter.com/i/web/status/1580802891530776576	http://twitter.com/i/web/status/1580653749714182144	http://twitter.com/i/web/status/1576171942029033473	http://twitter.com/i/web/status/1578172995717455878	http://twitter.com/i/web/status/1584492626472226817	http://twitter.com/i/web/status/1586494961196748800	http://twitter.com/i/web/status/1584801509535272961	http://twitter.com/i/web/status/1581953579316674560	http://twitter.com/i/web/status/1581962216915337216	http://twitter.com/i/web/status/1581918317706498048	http://twitter.com/i/web/status/1582438105835274240	http://twitter.com/i/web/status/1577131530954035200
18	twitter_tweet_whatsapp	13	twitter (7.0), tweet (2.0), whatsapp (1.0), feature (1.0), tweets (1.0), confuses (1.0), tweeting (1.0), peasant (1.0), whatsappdown (1.0), leave (1.0)	131	http://twitter.com/i/web/status/1578782042611146754	http://twitter.com/i/web/status/1583871536217276416	http://twitter.com/i/web/status/1581439180030164992	http://twitter.com/i/web/status/1578475007637716992	http://twitter.com/i/web/status/1586734148563116035	http://twitter.com/i/web/status/1586531349439008769	http://twitter.com/i/web/status/1578400896278372353	http://twitter.com/i/web/status/1586125713979060225	http://twitter.com/i/web/status/1578121460844924928	http://twitter.com/i/web/status/1583398228741206016	http://twitter.com/i/web/status/1577626733632577537	http://twitter.com/i/web/status/1584666025874051073	http://twitter.com/i/web/status/1576008600312778753	http://twitter.com/i/web/status/1585871062163771393	http://twitter.com/i/web/status/1581061521207005185	http://twitter.com/i/web/status/1580685855886544898	http://twitter.com/i/web/status/1586160898321833984	http://twitter.com/i/web/status/1576182723986673664	http://twitter.com/i/web/status/1577761876041240585	http://twitter.com/i/web/status/1582810426810986496
19	bts_run_fool	2	bts (6.0), run (3.0), fool (1.0), blah (1.0), cyberbullying (1.0), kpop (1.0), trevor (1.0), performance (1.0), band (1.0), contents (1.0)	112	http://twitter.com/i/web/status/1581256592791863297	http://twitter.com/i/web/status/1584661839526469634	http://twitter.com/i/web/status/1584553000881643520	http://twitter.com/i/web/status/1581986923027234817	http://twitter.com/i/web/status/1582351076422193153	http://twitter.com/i/web/status/1581695627951771649	http://twitter.com/i/web/status/1582350040999538690	http://twitter.com/i/web/status/1585513381108551680	http://twitter.com/i/web/status/1581608608399515650	http://twitter.com/i/web/status/1585930859588509698	http://twitter.com/i/web/status/1577268173875052545	http://twitter.com/i/web/status/1577389688297762817	http://twitter.com/i/web/status/1579817498660462592	http://twitter.com/i/web/status/1581249113881866240	http://twitter.com/i/web/status/1581851924365602816	http://twitter.com/i/web/status/1586342107400220674	http://twitter.com/i/web/status/1579385004379213824	http://twitter.com/i/web/status/1580088485561896961	http://twitter.com/i/web/status/1583109903652003847	http://twitter.com/i/web/status/1581662455284977665
20	crying_tears_cry	14	crying (11.0), tears (10.0), cry (6.0), cried (5.0), eyes (3.0), im (3.0), cryin (2.0), sobbing (2.0), sweat (1.0), uh (1.0)	105	http://twitter.com/i/web/status/1578630402041708545	http://twitter.com/i/web/status/1586394904971935745	http://twitter.com/i/web/status/1578398047855427591	http://twitter.com/i/web/status/1584588938286878720	http://twitter.com/i/web/status/1581230720256999424	http://twitter.com/i/web/status/1581449785239687169	http://twitter.com/i/web/status/1578434794223915008	http://twitter.com/i/web/status/1581325675226857473	http://twitter.com/i/web/status/1580854418446028800	http://twitter.com/i/web/status/1580915023802925057	http://twitter.com/i/web/status/1583082454880960514	http://twitter.com/i/web/status/1579322164385558529	http://twitter.com/i/web/status/1582377252712767490	http://twitter.com/i/web/status/1576526540988624897	http://twitter.com/i/web/status/1577269034323955712	http://twitter.com/i/web/status/1581275937077080064	http://twitter.com/i/web/status/1581933767232741376	http://twitter.com/i/web/status/1576851871397912576	http://twitter.com/i/web/status/1583040321914810369	http://twitter.com/i/web/status/1583047015441010688
21	busan_concert_weverse	2	busan (5.0), concert (5.0), weverse (3.0), bts (3.0), links (2.0), zepeto (2.0), yettocomeinbusan (1.0), naver (1.0), live (1.0), free (1.0)	135	http://twitter.com/i/web/status/1581203791990620162	http://twitter.com/i/web/status/1578741348945244161	http://twitter.com/i/web/status/1581471314766090240	http://twitter.com/i/web/status/1581359790256975873	http://twitter.com/i/web/status/1581281950282940416	http://twitter.com/i/web/status/1581259387481378818	http://twitter.com/i/web/status/1581245255978225664	http://twitter.com/i/web/status/1581244032780410880	http://twitter.com/i/web/status/1581906914836770816	http://twitter.com/i/web/status/1580936120988073986	http://twitter.com/i/web/status/1583350947673444353	http://twitter.com/i/web/status/1578741406251638784	http://twitter.com/i/web/status/1581503387287244801	http://twitter.com/i/web/status/1581122514847035393	http://twitter.com/i/web/status/1579719718961033216	http://twitter.com/i/web/status/1581434752510271488	http://twitter.com/i/web/status/1578460466845667328	http://twitter.com/i/web/status/1581495267513503744	http://twitter.com/i/web/status/1581253113335324673	http://twitter.com/i/web/status/1581648724891402241
22	swift_taylor_eras	15	swift (13.0), taylor (12.0), eras (3.0), tour (2.0), tickets (1.0), taylorswift (1.0), lyrics (1.0), songs (1.0), hero (1.0), song (1.0)	108	http://twitter.com/i/web/status/1583459084547653634	http://twitter.com/i/web/status/1581748844198760448	http://twitter.com/i/web/status/1587140203566829568	http://twitter.com/i/web/status/1587129745350823937	http://twitter.com/i/web/status/1584739482062184448	http://twitter.com/i/web/status/1584534158134870023	http://twitter.com/i/web/status/1584148793305333760	http://twitter.com/i/web/status/1583310132607594496	http://twitter.com/i/web/status/1582894167541223425	http://twitter.com/i/web/status/1587496599860543489	http://twitter.com/i/web/status/1583313474805190659	http://twitter.com/i/web/status/1583331093867995136	http://twitter.com/i/web/status/1583312051908521984	http://twitter.com/i/web/status/1577037784883245057	http://twitter.com/i/web/status/1586374147596201985	http://twitter.com/i/web/status/1582839142580310017	http://twitter.com/i/web/status/1583431792534913024	http://twitter.com/i/web/status/1583334971162304512	http://twitter.com/i/web/status/1579089002803576832	http://twitter.com/i/web/status/1578440533764018177
23	halloween_mundane_party	16	halloween (14.0), mundane (2.0), party (2.0), scary (1.0), coms (1.0), rom (1.0), halloweenends (1.0), weekend (1.0), smaug (1.0), decorations (1.0)	119	http://twitter.com/i/web/status/1582629448486043648	http://twitter.com/i/web/status/1586738061354110977	http://twitter.com/i/web/status/1584977126918262785	http://twitter.com/i/web/status/1585149637320933376	http://twitter.com/i/web/status/1587289437217570818	http://twitter.com/i/web/status/1579348260464267264	http://twitter.com/i/web/status/1578945267260600321	http://twitter.com/i/web/status/1587147970935508994	http://twitter.com/i/web/status/1587137679048597504	http://twitter.com/i/web/status/1586991793161502720	http://twitter.com/i/web/status/1580929494294007808	http://twitter.com/i/web/status/1583855444715413505	http://twitter.com/i/web/status/1586806698051719168	http://twitter.com/i/web/status/1578574484994686976	http://twitter.com/i/web/status/1586609151609688066	http://twitter.com/i/web/status/1586904858547871744	http://twitter.com/i/web/status/1577290449055776768	http://twitter.com/i/web/status/1580776261802110976	http://twitter.com/i/web/status/1580162676646612998	http://twitter.com/i/web/status/1576224487585914880
24	abortion_roe_wade	7	abortion (4.0), roe (3.0), wade (2.0), codify (2.0), ban (2.0), senate (1.0), rights (1.0), pregnancy (1.0), abortions (1.0), vote (1.0)	137	http://twitter.com/i/web/status/1579084964611919872	http://twitter.com/i/web/status/1577400669350334466	http://twitter.com/i/web/status/1582386093927768064	http://twitter.com/i/web/status/1584222530159550465	http://twitter.com/i/web/status/1582431817717944321	http://twitter.com/i/web/status/1581743532716457984	http://twitter.com/i/web/status/1579578941526142978	http://twitter.com/i/web/status/1579277785255710720	http://twitter.com/i/web/status/1579271401667600384	http://twitter.com/i/web/status/1579165261407846401	http://twitter.com/i/web/status/1585451747010441216	http://twitter.com/i/web/status/1577998031303151616	http://twitter.com/i/web/status/1577880686282919937	http://twitter.com/i/web/status/1586374299543281664	http://twitter.com/i/web/status/1584556593978408964	http://twitter.com/i/web/status/1577284373996412928	http://twitter.com/i/web/status/1577372311598022660	http://twitter.com/i/web/status/1587226636872581125	http://twitter.com/i/web/status/1586497656251105282	http://twitter.com/i/web/status/1586523280739282945
